Compound ID,Target,Assay (Percent degradation),DOI,DC50,Dmax,Assay (DC50/Dmax),PROTAC to Target
838,ER,,10.1021/acschembio.0c00140,,,,
839,ER,,10.1021/acschembio.0c00140,,,,
840,ER,,10.1021/acschembio.0c00140,,,,
841,ER,,10.1021/acschembio.0c00140,,,,
842,ER,,10.1021/acschembio.0c00140,,,,
843,ER,,10.1021/acschembio.0c00140,,,,
844,ER,,10.1021/acschembio.0c00140,,,,
845,ER,,10.1021/acschembio.0c00140,,,,
846,ER,,10.1021/acschembio.0c00140,,,,
847,ER,,10.1021/acschembio.0c00140,,,,
848,ER,,10.1021/acschembio.0c00140,,,,
849,ER,,10.1021/acschembio.0c00140,,,,
850,ER,,10.1021/acschembio.0c00140,,,,
851,ER,,10.1021/acschembio.0c00140,,,,
852,ER,,10.1021/acschembio.0c00140,,,,
853,ER,,10.1021/acschembio.0c00140,,,,
854,ER,,10.1021/acschembio.0c00140,,,,
855,ER,,10.1021/acschembio.0c00140,,,,
856,ER,,10.1021/acschembio.0c00140,,,,
857,ER,,10.1021/acschembio.0c00140,,,,
858,ER,,10.1021/acschembio.0c00140,,,,
859,ER,,10.1021/acschembio.0c00140,,,,
860,ER,,10.1021/acschembio.0c00140,5.2,75,Degradation of ERalpha in MCF-7 cells after 6 h treatment,
861,ER,,10.1021/acschembio.0c00140,,,,
862,ER,,10.1021/acschembio.0c00140,,,,
863,ER,,10.1021/acschembio.0c00140,,,,
864,ER,,10.1021/acschembio.0c00140,,,,
865,ER,,10.1021/acschembio.0c00140,,,,
866,ER,,10.1021/acschembio.0c00140,,,,
867,ER,,10.1021/acschembio.0c00140,,,,
868,ER,,10.1021/acschembio.0c00140,,,,
869,ER,,10.1021/acschembio.0c00140,,,,
870,ER,,10.1021/acschembio.0c00140,,,,
871,ER,,10.1021/acschembio.0c00140,,,,
872,ER,,10.1021/acschembio.0c00140,,,,
873,ER,,10.1021/acschembio.0c00140,,,,
874,ER,,10.1021/acschembio.0c00140,,,,
875,ER,,10.1021/acschembio.0c00140,,,,
876,ER,,10.1021/acschembio.0c00140,,,,
877,ER,,10.1021/acschembio.0c00140,,,,
878,ER,,10.1021/acschembio.0c00140,,,,
879,ER,,10.1021/acschembio.0c00140,,,,
880,ER,,10.1021/acschembio.0c00140,,,,
881,ER,,10.1021/acschembio.0c00140,,,,
882,ER,,10.1021/acschembio.0c00140,,,,
883,ER,,10.1021/acschembio.0c00140,,,,
884,ER,,10.1021/acschembio.0c00140,,,,
885,ER,,10.1021/acschembio.0c00140,,,,
886,ER,,10.1021/acschembio.0c00140,,,,
887,ER,,10.1021/acschembio.0c00140,,,,
888,ER,,10.1021/acschembio.0c00140,,,,
889,ER,,10.1021/acschembio.0c00140,,,,
890,ER,,10.1021/acschembio.0c00140,,,,
891,ER,,10.1021/acschembio.0c00140,,,,
892,ER,,10.1021/acschembio.0c00140,,,,
893,ER,,10.1021/acschembio.0c00140,,,,
894,ER,,10.1021/acschembio.0c00140,,,,
895,ER,,10.1021/acschembio.0c00140,,,,
896,ER,,10.1021/acschembio.0c00140,,,,
897,ER,,10.1021/acschembio.0c00140,,,,
898,ER,,10.1021/acschembio.0c00140,,,,
899,ER,,10.1021/acschembio.0c00140,,,,
900,ER,,10.1021/acschembio.0c00140,,,,
901,ER,,10.1021/acschembio.0c00140,,,,
902,ER,,10.1021/acschembio.0c00140,,,,
903,ER,,10.1021/acschembio.0c00140,,,,
904,ER,,10.1021/acschembio.0c00140,,,,
905,ER,,10.1021/acschembio.0c00140,,,,
906,ER,,10.1021/acschembio.0c00140,,,,
907,ER,,10.1021/acschembio.0c00140,,,,
908,ER,,10.1021/acschembio.0c00140,,,,
909,ER,,10.1021/acschembio.0c00140,,,,
910,ER,,10.1021/acschembio.0c00140,,,,
911,ER,,10.1021/acschembio.0c00140,,,,
912,ER,,10.1021/acschembio.0c00140,,,,
913,ER,,10.1021/acschembio.0c00140,,,,
914,ER,,10.1021/acschembio.0c00140,,,,
915,ER,,10.1021/acschembio.0c00140,,,,
916,ER,,10.1021/acschembio.0c00140,,,,
917,ER,,10.1021/acschembio.0c00140,,,,
918,ER,,10.1021/acschembio.0c00140,,,,
919,ER,34/85/94 (WB),10.1021/acschembio.0c00140,,,,% ER degradation in MCF-7 cells after 6 h treatment at 10/100/1000 nM
920,ER,,10.1021/acschembio.0c00140,1.1,98,Degradation of ERalpha in MCF-7 cells after 6h treatment,
921,ER,28/85/94 (WB),10.1021/acschembio.0c00140,,,,% ER degradation in MCF-7 cells after 6 h treatment at 10/100/1000 nM
922,SGK3,23/59/77 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.1/1/10 μM
923,SGK3,0/3/16 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.1/1/10 μM
924,SGK3,19/26/30 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.1/1/10 μM
925,SGK3,0/11/16 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.1/1/10 μM
926,SGK3,18/8/27/64 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
927,SGK3,10/29/56/80 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
928,SGK3,20/5/63/71 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
929,SGK3,0/66/76/81 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
930,SGK3,29/60/89/88 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
931,SGK3,24/46/89/91 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
932,SGK3,3/59/68/71 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
933,SGK3,16/21/68/71 (WB),10.1021/acschembio.9b00505,,,,% SGK3 degradation in HEK293 cells after 48 h treatment at 0.01/0.1/1/10 μM
934,EED,,10.1016/j.chembiol.2019.11.004,,,,
934,EZH2,,10.1016/j.chembiol.2019.11.004,,,,
934,SUZ12,,10.1016/j.chembiol.2019.11.004,,,,
935,EED,,10.1016/j.chembiol.2019.11.004,,,,
935,SUZ12,,10.1016/j.chembiol.2019.11.004,,,,
935,EZH2,,10.1016/j.chembiol.2019.11.004,,,,
936,EED,,10.1016/j.chembiol.2019.11.006,,,,
936,SUZ12,,10.1016/j.chembiol.2019.11.006,,,,
936,EZH2,,10.1016/j.chembiol.2019.11.006,,,,
937,SUZ12,,10.1016/j.chembiol.2019.11.006,(n/a)/590,22/82,Degradation of SUZ12 in HeLa/DB cells after 24 h treatment,
937,EED,,10.1016/j.chembiol.2019.11.006,790/610,92/94,Degradation of EED in HeLa/DB cells after 24 h treatment,
937,EZH2,,10.1016/j.chembiol.2019.11.006,300/670,75/96,Degradation of EZH2 in HeLa/DB cells after 24 h treatment,
938,SUZ12,,10.1016/j.chembiol.2019.11.006,,,,
938,EZH2,,10.1016/j.chembiol.2019.11.006,,,,
938,EED,,10.1016/j.chembiol.2019.11.006,,,,
939,EED,,10.1016/j.chembiol.2019.11.006,,,,
939,SUZ12,,10.1016/j.chembiol.2019.11.006,,,,
939,EZH2,,10.1016/j.chembiol.2019.11.006,,,,
940,SUZ12,,10.1016/j.chembiol.2019.11.006,,,,
940,EED,,10.1016/j.chembiol.2019.11.006,,,,
940,EZH2,,10.1016/j.chembiol.2019.11.006,,,,
941,SUZ12,,10.1016/j.chembiol.2019.11.006,,,,
941,EZH2,,10.1016/j.chembiol.2019.11.006,,,,
941,EED,,10.1016/j.chembiol.2019.11.006,,,,
942,AKT1,,10.1016/j.chembiol.2019.11.014,,,,
942,MAPK6,,10.1016/j.cell.2020.10.038,,,,
942,STK17A,,10.1016/j.cell.2020.10.038,,,,
942,AKT2,,10.1016/j.chembiol.2019.11.014,,,,
942,AKT3,,10.1016/j.chembiol.2019.11.014,,,,
942,CDK4,,10.1016/j.cell.2020.10.038,,,,
943,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
944,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
945,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
946,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
947,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
948,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
949,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
950,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
951,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
952,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
953,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
954,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
955,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
956,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
957,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
958,KRAS G12C,,10.1016/j.chembiol.2019.12.006,,N.D.,,
959,BCR-ABL,,10.1158/0008-5472.CAN-19-1236,2000,85,Degradation of BCR-ABL in K562 cells after 18 h treatment,
960,BCR-ABL,,10.1158/0008-5472.CAN-19-1236,,,,
961,BCR-ABL,,10.1158/0008-5472.CAN-19-1236,340,95,Degradation of BCR-ABL in K562 cells after 18 h treatment,
962,CRBN,9 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
963,CRBN,9 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
964,CRBN,6 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
965,CRBN,14 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
966,CRBN,9 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
967,CRBN,35 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
968,CRBN,,10.1016/j.bmc.2019.02.048,200/230,75/98,Degradation of CRBN in HeLa/HEK293 cells,
969,CRBN,29 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
970,CRBN,54 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
971,CRBN,5 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
972,CRBN,29 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
973,CRBN,32 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
974,CRBN,19 (WB),10.1016/j.bmc.2019.02.048,,,,% CRBN degradation in HeLa cells after 4 h treatment at 1 μM
975,FKBP12,,10.1038/s41421-018-0079-1,0.27,,Degradation of FKBP12 in Jurkat cells after 12 h treatment,
976,BTK,,10.1038/s41421-018-0079-1,,,,
977,RIPK2,,10.1038/s42003-020-0868-6,0.4,,Degradation of RIPK2 in THP-1 cells after 18 h treatment,
978,RIPK2,,10.1038/s42003-020-0868-6,2.5,,Degradation of RIPK2 in THP-1 cells after 18 h treatment,
979,RIPK2,,10.1038/s42003-020-0868-6,12.6,69.2,Degradation of RIPK2 in hPBMC cells after 24 h treatment,
979,RIPK2,,10.1021/acs.jmedchem.1c01118,,,,
980,RIPK2,,10.1021/acs.jmedchem.1c01118,0.79,,Degradation of RIPK2 in THP1 cells after 18 h treatment,
980,RIPK2,,10.1038/s42003-020-0868-6,0.4,94.3,Degradation of RIPK2 in hPBMC cells after 24 h treatment,
981,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
982,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
983,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
984,Cdc20,,10.1016/j.ebiom.2019.10.013,1600/1600,,Degradation of Cdc20 in MCF7/MDA-MB-231 cells after 10 h treatment,
985,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
986,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
987,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
988,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
989,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
990,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
991,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
992,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
993,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
994,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
995,Cdc20,,10.1016/j.ebiom.2019.10.013,,,,
996,VHL,88/96 (WB),10.1038/s41467-017-00954-1,,,,% pVHL30 degradation in HeLa cells after 24 h treatment at 1/10 μM
997,VHL,36/38/87/100/100 (WB),10.1038/s41467-017-00954-1,,,,% pVHL30 degradation in HeLa cells after 24 h treatment at 0.001/0.01/0.1/1/10 μM
998,VHL,,10.1038/s41467-017-00954-1,10-100,,Degradation of pVHL30 in HeLa cells after 24 h treatment,
999,VHL,0/7 (WB),10.1038/s41467-017-00954-1,,,,% pVHL30/pVHL19 degradation in HeLa cells after 10 h treatment at 1 μM
1000,VHL,0/3 (WB),10.1038/s41467-017-00954-1,,,,% pVHL30/pVHL19 degradation in HeLa cells after 10 h treatment at 1 μM
1001,VHL,0/11 (WB),10.1038/s41467-017-00954-1,,,,% pVHL30/pVHL19 degradation in HeLa cells after 10 h treatment at 1 μM
1002,VHL,0/0 (WB),10.1038/s41467-017-00954-1,,,,% pVHL30/pVHL19 degradation in HeLa cells after 10 h treatment at 1 μM
1003,TRKC,,10.1021/acs.molpharmaceut.9b00673,100-1000,,Degradation of TrkC in Hs578t cells after 24 h treatment,
1004,TRKC,,10.1021/acs.molpharmaceut.9b00673,,,,
1005,TRKC,,10.1021/acs.molpharmaceut.9b00673,,,,
1006,CRABP-II,,10.1016/j.bmcl.2012.04.134,,,,
1007,HDAC6,,10.1007/s13238-018-0602-z,,,,
1008,HDAC6,,10.1007/s13238-018-0602-z,3.8,,Degradation of HADC6 in MM.1S cells after 24 h treatment,
1009,HDAC6,,10.1007/s13238-018-0602-z,,,,
1010,HDAC6,,10.1007/s13238-018-0602-z,,,,
1011,CRBN,,10.1038/s41598-019-56177-5,44.5,97.1,Degradation of CRBN in HEK293T cells after 24h treatment,
1012,CRBN,,10.1038/s41598-019-56177-5,20.4,99.6,Degradation of CRBN in HEK293T cells after 24h treatment,
1013,CRBN,,10.1038/s41598-019-56177-5,100.6,96.9,Degradation of CRBN in HEK293T cells after 24h treatment,
1014,CRBN,,10.1038/s41598-019-56177-5,28.8,98.4,Degradation of CRBN in HEK293T cells after 24h treatment,
1015,CRBN,,10.1038/s41598-019-56177-5,367.7,82,Degradation of CRBN in HEK293T cells after 24h treatment,
1016,CRBN,,10.1038/s41598-019-56177-5,2546.1,77.9,Degradation of CRBN in HEK293T cells after 24h treatment,
1017,BCR-ABL,,10.1111/cas.13284,100000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1018,BCR-ABL,,10.1111/cas.13284,20000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1019,BCR-ABL,,10.1111/cas.13284,10000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1020,BCR-ABL,,10.1111/cas.13284,>100000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1021,BCR-ABL,,10.1111/cas.13284,>100000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1022,BCR-ABL,,10.1111/cas.13284,5000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1023,BCR-ABL,,10.1111/cas.13284,2000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1024,BCR-ABL,,10.1111/cas.13284,300,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1025,BCR-ABL,,10.1111/cas.13284,10000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1026,BCR-ABL,,10.1111/cas.13284,5000,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1027,BCR-ABL,,10.1111/cas.13284,300,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1028,BCR-ABL,,10.1111/cas.13284,10,,Degradation of BCR-ABL in K562 cells after 6 h treatment,
1029,BCR-ABL,19/39 (WB),10.1111/cas.13284,,,,% BCR-ABL degradation in K562 cells after 6 h treatment at 10/30 nM
1030,BCR-ABL,11/46 (WB),10.1111/cas.13284,,,,% BCR-ABL degradation in K562 cells after 6 h treatment at 10/30 nM
1031,BCR-ABL,39/65 (WB),10.1111/cas.13284,,,,% BCR-ABL degradation in K562 cells after 6 h treatment at 10/30 nM
1032,BCR-ABL,36/18/19/95 (WB),10.1021/acsmedchemlett.7b00247,,,,% BCR-ABL degradation in K562 cells after 6 h treatment at 10/100/1000/5000 nM
1033,BCR-ABL,28/46/62/72/48 (WB),10.1021/acsmedchemlett.7b00247,,,,% BCR-ABL degradation in K562 cells after 6 h treatment at 10/30/100/300/1000 nM
1034,ER,,10.1016/j.bmcl.2011.11.086,,,,
1035,ER,,10.1016/j.bmcl.2011.11.086,,,,
1036,ER,,10.1016/j.bmcl.2011.11.086,,,,
1037,ER,0/5/13/32 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 24 h treatment at 3/10/30/100 nM
1038,ER,,10.1074/jbc.M116.768853,3,,Degradation of ERalpha in MCF-7 cells after 6 h treatment,
1038,ER,,10.1074/jbc.RA117.001091,<3/83,,Degradation of ERalpha in MCF-7 cells after 4/48 h treatment,
1039,ER,18/40/53/54 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 24 h treatment at 3/10/30/100 nM
1040,BRD4,,10.1248/cpb.c18-00567,,,,
1040,BRD4,67/74/30 (WB),10.1074/jbc.M116.768853,,,,% BRD4 degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
1041,PDE4,62/61/67/43 (WB),10.1074/jbc.M116.768853,,,,% PDE4 degradation in HT1080 cells after 6 h treatment at 1/10/100/1000 nM
1042,ER,0/0/0/13 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.01/0.1/1/10 μM
1043,ER,0 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.03/0.1/0.3/1 μM
1044,ER,56/65/67/64 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.03/0.1/0.3/1 μM
1045,ER,36/61/53/57 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.01/0.1/1/10 μM
1046,ER,49/52/53/44 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.03/0.1/0.3/1 μM
1047,ER,0/16/36/18 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.01/0.1/1/10 μM
1048,ER,8/43/5/42 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.01/0.1/1/10 μM
1049,ER,0 (WB),10.1074/jbc.M116.768853,,,,% ERalpha degradation in MCF-7 cells after 6 h treatment at 0.01/0.1/1/10 μM
1050,BRD4,56/67/34/18 (WB),10.1248/cpb.c18-00567,,,,% BRD4 degradation in LNCaP cells after 6 h treatment at 0.01/0.1/1/10 μM
1051,ER,,10.1074/jbc.RA117.001091,>100,,Degradation of ERalpha in MCF-7 cells after 4h treatment,
1052,ER,,10.1074/jbc.RA117.001091,<3/<3,,Degradation of ERalpha in MCF-7 cells after 4/48h treatment,
1053,ER,,10.1074/jbc.RA117.001091,<3/7.7,,Degradation of ERalpha in MCF-7 cells after 4/48h treatment,
1054,ER,,10.1074/jbc.RA117.001091,<3/13.3,,Degradation of ERalpha in MCF-7 cells after 4/48h treatment,
1055,ER,,10.1074/jbc.RA117.001091,>100,,Degradation of ERalpha in MCF-7 cells after 4h treatment,
1056,ER,,10.1074/jbc.RA117.001091,4/15.7,,Degradation of ERalpha in MCF-7 cells after 4/48h treatment,
1057,ER,,10.1074/jbc.RA117.001091,>100,,Degradation of ERalpha in MCF-7 cells after 4h treatment,
1058,ER,,10.1074/jbc.RA117.001091,<3/3.7,,Degradation of ERalpha in MCF-7 cells after 4/48h treatment,
1059,ER,,10.1074/jbc.RA117.001091,36.9,,Degradation of ERalpha in MCF-7 cells after 4h treatment,
1060,ER,,10.1074/jbc.RA117.001091,33.8,,Degradation of ERalpha in MCF-7 cells after 4h treatment,
1061,ER,,10.1074/jbc.RA117.001091,>100,,Degradation of ERalpha in MCF-7 cells after 4h treatment,
1062,ER,,10.1074/jbc.RA117.001091,>100,,Degradation of ERalpha in MCF-7 cells after 4h treatment,
1063,AR,,10.1021/acs.jmedchem.7b00168,21600,,Degradation of AR in 22Rv1 cells after 6 h treatment,
1064,AR,,10.1021/acs.jmedchem.7b00168,>30000,,Degradation of AR in 22Rv1 cells after 6 h treatment,
1065,AR,,10.1021/acs.jmedchem.7b00168,11700,,Degradation of AR in 22Rv1 cells after 6 h treatment,
1066,AR,,10.1021/acs.jmedchem.7b00168,20500,,Degradation of AR in 22Rv1 cells after 6 h treatment,
1067,AR,,10.1021/acs.jmedchem.7b00168,>30000,,Degradation of AR in 22Rv1 cells after 6 h treatment,
1068,AR,0/40/52 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 3/10/20 μM
1069,AR,57/62/52 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 3/10/30 μM
1070,AR,24/74 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 1/3 μM
1071,AR,8/73 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 1/3 μM
1072,AR,32/74 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 1/3 μM
1073,AR,10/94 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 1/3 μM
1074,AR,21/86 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 1/3 μM
1075,AR,23/89 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 1/3 μM
1076,AR,0/18 (WB),10.1021/acs.jmedchem.7b00168,,,,% AR degradation in 22Rv1 cells after 6 h treatment at 1/3 μM
1077,AR,,10.1021/acs.jmedchem.7b00168,,N.D.,,
1078,AR,,10.1021/acs.jmedchem.7b00168,,N.D.,,
1079,AR,,10.1021/acs.jmedchem.7b00168,,N.D.,,
1080,BRAF V600E,88 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1081,BRAF V600E,91 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1081,BRAF V600E,,10.1038/s41589-020-0609-7,100,65,Degradation of BRAF V600E in A375 cells after 24 h treatment,
1082,BRAF V600E,84 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1083,BRAF V600E,49 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1084,BRAF V600E,36 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1085,BRAF V600E,21 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1086,BRAF V600E,14 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1087,BRAF V600E,33 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1088,BRAF V600E,36 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1089,BRAF V600E,53 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1090,BRAF V600E,56 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1091,BRAF V600E,6 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1092,BRAF V600E,7 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1093,BRAF V600E,11 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1094,BRAF V600E,12 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1095,BRAF V600E,11 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1096,BRAF V600E,16 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1097,BRAF V600E,59 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1098,BRAF V600E,,10.1038/s41589-020-0609-7,15,82,Degradation of BRAF V600E in A375 cells after 24 h treatment,
1098,BRAF V600E,93 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1099,BRAF V600E,95 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1099,BRAF V600E,,10.1038/s41589-020-0609-7,70,82,Degradation of BRAF V600E in A375 cells after 24 h treatment,
1100,BRAF V600E,36 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1101,BRAF V600E,16 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1102,BRAF V600E,41 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1103,BRAF V600E,33 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1104,BRAF V600E,17 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
1105,BRAF V600E,24 (WB),10.1021/acs.jmedchem.9b02083,,,,% BRAF V600 degradation in A375 cells after 16 h treatment at 500 nM
